ジャンル名,売上指数（千円）,シェア,商品ランク入り数
サラシア,132253,19.55%,1624
その他,129697,19.17%,0
ブルーベリー,80690,11.92%,0
マカ,67380,9.96%,4710
キノコ・マッシュルーム,35370,5.23%,363
スピルリナ,32402,4.79%,0
ウコン,30885,4.56%,4350
田七人参,23556,3.48%,0
ノコギリヤシ,21657,3.20%,0
高麗人参,17912,2.65%,859
フォルスコリ,15486,2.29%,877
フコイダン,14247,2.11%,323
イチョウ葉,14063,2.08%,1700
クロレラ,12875,1.90%,0
梅肉,10549,1.56%,1319
チアシード,6199,0.92%,0
トンカットアリ,4388,0.65%,0
プエラリア,4180,0.62%,570
セントジョーンズワート,3112,0.46%,0
ニンニク,3090,0.46%,417
アサイー,3040,0.45%,0
ゴジベリー,2766,0.41%,0
マキベリー,2382,0.35%,251
黒豆,1719,0.25%,122
カプサイシン,1590,0.24%,294
ビーポーレン,1362,0.20%,0
エキナセア,1297,0.19%,322
じゃばら,674,0.10%,166
ガラナ,585,0.09%,0
カカオ,560,0.08%,98
メシマコブ茸,492,0.07%,95
バジルシード,159,0.02%,0
カムカム,36,0.01%,0
