ジャンル名,売上指数（千円）,シェア,商品ランク入り数
オリーブオイル,52923,29.49%,9173
こめ油,31507,17.56%,2684
その他,19570,10.90%,3212
ココナッツオイル,17637,9.83%,2279
ごま油,13498,7.52%,3083
亜麻仁油,10657,5.94%,1391
えごま油,8097,4.51%,1494
なたね油・キャノーラ油,6761,3.77%,1486
セット・詰め合わせ,6572,3.66%,1310
サラダ油,5549,3.09%,589
グレープシードオイル,3221,1.79%,254
大豆油,1083,0.60%,149
アボカドオイル,689,0.38%,168
椿油,478,0.27%,163
トリュフオイル,426,0.24%,141
ひまわり油,292,0.16%,160
べに花油,262,0.15%,129
コーン油,144,0.08%,108
玄米油,79,0.04%,95
ピーナッツオイル,20,0.01%,96
マスタードオイル,9,0.01%,4
