ジャンル名,売上指数（千円）,シェア,商品ランク入り数
筆記具,917882,32.27%,190654
手帳・ノート・紙製品,706204,24.83%,180973
ギフトラッピング用品,162194,5.70%,86561
画材,146176,5.14%,33432
その他,118507,4.17%,22693
ファイル・バインダー,106933,3.76%,35606
机上収納・整理用品,101907,3.58%,19666
写真整理用品,92691,3.26%,14236
ラベル・ステッカー,86989,3.06%,38302
プレゼンテーション用品,74170,2.61%,9504
はさみ・裁断用品,62195,2.19%,12690
書道用具,61971,2.18%,14699
セロハンテープ・のり・接着剤,42826,1.51%,18382
ブックカバー,35722,1.26%,7773
クリップ・結束用具,20107,0.71%,9984
マグネットシート,18794,0.66%,1686
製図用品,16640,0.59%,7741
紙幣計数機・コインカウンタ,15978,0.56%,458
ホッチキス・穴あきパンチ,10927,0.38%,4449
名札,9635,0.34%,3934
マグネット,8391,0.30%,4580
ブックマーク・しおり,7197,0.25%,2513
画鋲・ピン,5840,0.21%,1447
製本機,3573,0.13%,791
チェックライター・ナンバーリング,3359,0.12%,597
下敷き,2976,0.10%,2470
紙めくり・事務用スポンジ,2503,0.09%,1597
レタースケール,1078,0.04%,144
タスキ・腕章,1057,0.04%,192
