ジャンル名,売上指数（千円）,シェア,商品ランク入り数
鶏卵,30096,84.36%,3482
その他,1582,4.43%,368
うずら卵,1472,4.13%,299
燻製卵・くんたま,775,2.17%,210
セット・詰め合わせ,593,1.66%,142
烏骨鶏卵,525,1.47%,84
ピータン,363,1.02%,148
温泉たまご,268,0.75%,95
