ジャンル名,売上指数（千円）,シェア,商品ランク入り数
醤油イクラ,16337,74.58%,1400
筋子,4093,18.69%,467
塩イクラ,1097,5.01%,88
生イクラ,265,1.21%,29
その他,114,0.52%,22
