ジャンル名,売上指数（千円）,シェア,商品ランク入り数
サバ,290251,14.62%,4185
加工品,274357,13.82%,23324
サケ,183191,9.22%,9100
貝類,174267,8.78%,13868
魚卵,153410,7.72%,12035
セット・詰め合わせ,152633,7.69%,11553
エビ,146145,7.36%,6665
カニ,103985,5.24%,5627
マグロ,83732,4.22%,5168
イカ,82942,4.18%,10023
海藻類,70836,3.57%,10637
その他水産物,64397,3.24%,7188
ウニ,52523,2.64%,2675
カツオ,23717,1.19%,2121
ホッケ,23130,1.16%,908
アジ,22796,1.15%,1620
その他,16678,0.84%,1878
タイ,13858,0.70%,1775
フグ,11579,0.58%,1038
タコ,9385,0.47%,1582
イワシ,8992,0.45%,2534
ブリ,6363,0.32%,535
タラ,6051,0.30%,939
シシャモ,4409,0.22%,387
サンマ,3584,0.18%,352
生ちりめん・生しらす,2690,0.14%,554
