ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,36700,52.21%,7997
セット・詰め合わせ,15289,21.75%,2945
おかか,11037,15.70%,1138
しそ,3406,4.85%,1225
のりたま,1681,2.39%,468
ちりめんじゃこ,932,1.33%,337
さけ,898,1.28%,324
たらこ,343,0.49%,194
