ジャンル名,売上指数（千円）,シェア,商品ランク入り数
セット・詰め合わせ,11108,30.59%,1010
水産物加工品,7337,20.21%,1677
フルーツ・果物,7288,20.07%,735
惣菜,4912,13.53%,812
野菜・きのこ,4044,11.14%,1123
肉加工品,1620,4.46%,477
