ジャンル名,売上指数（千円）,シェア,商品ランク入り数
牛丼,258252,90.05%,3151
その他,15155,5.28%,1308
親子丼,6509,2.27%,392
豚丼,6159,2.15%,407
カツ丼,701,0.24%,128
