ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,13353,25.94%,2315
わかめ,12936,25.13%,2160
ひじき,6618,12.86%,544
昆布,6329,12.30%,2090
めかぶ,4449,8.64%,1007
もずく,3559,6.91%,855
セット・詰め合わせ,2338,4.54%,433
海ぶどう,1892,3.68%,389
