ジャンル名,売上指数（千円）,シェア,商品ランク入り数
油,252439,16.59%,26497
だし,209600,13.78%,25025
しお,120858,7.94%,19533
砂糖・甘味料,100940,6.63%,15293
酢,93320,6.13%,12317
しょうゆ,87903,5.78%,22001
スパイス,77249,5.08%,24867
ソース・たれ,75875,4.99%,23136
セット・詰め合わせ,71227,4.68%,3962
めんつゆ,50803,3.34%,10406
ふりかけ,50435,3.31%,13989
みそ,44827,2.95%,14161
その他,43950,2.89%,9090
ドレッシング,36084,2.37%,10644
麹,30358,2.00%,4093
料理の素,29064,1.91%,9132
みりん,20077,1.32%,2849
ポン酢,19326,1.27%,4840
中華調味料,17422,1.15%,5751
ミックススパイス・混合調味料,17063,1.12%,6058
マヨネーズ,10273,0.68%,2652
アジアン・エスニック調味料,9985,0.66%,2844
韓国調味料,8061,0.53%,3203
ハーブ,7832,0.51%,3383
ケチャップ,7528,0.49%,2135
料理酒,5682,0.37%,1042
酒粕,4964,0.33%,1039
わさび,4700,0.31%,1742
からし・マスタード,4581,0.30%,1791
ラーメンスープ,4000,0.26%,1607
ラード,2942,0.19%,271
生わさび,2113,0.14%,463
