ジャンル名,売上指数（千円）,シェア,商品ランク入り数
スケッチブック,3021,27.90%,1583
その他,2051,18.94%,977
色画用紙,1669,15.41%,1256
画用紙,1488,13.74%,673
和紙,1264,11.68%,689
水彩紙,770,7.11%,242
ケント紙,493,4.55%,218
版画用紙,40,0.37%,9
パステル紙,34,0.31%,10
