ジャンル名,売上指数（千円）,シェア,商品ランク入り数
仏具,246617,48.79%,17799
神具,100710,19.92%,8776
線香,83417,16.50%,14413
数珠,33370,6.60%,4549
その他,13438,2.66%,2920
朱印帳,11963,2.37%,3756
仏前ろうそく,11638,2.30%,3649
数珠袋,2395,0.47%,994
ろうそく立て,1385,0.27%,408
ろうそく消し,582,0.12%,237
