ジャンル名,売上指数（千円）,シェア,商品ランク入り数
梅干し,223256,63.88%,23028
漬物,81738,23.39%,21023
キムチ,34444,9.86%,7286
メンマ・ザーサイ,5692,1.63%,1472
その他,2201,0.63%,832
オリーブ,1114,0.32%,405
ピクルス,869,0.25%,345
水キムチ,185,0.05%,116
