ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,9879,22.55%,1557
アユ,4110,9.38%,812
ナマコ,4067,9.28%,229
カンパチ,3665,8.37%,207
サメ,2770,6.32%,281
エイ,2761,6.30%,486
ハモ,2182,4.98%,325
ノドグロ,2003,4.57%,331
カレイ,1645,3.76%,505
クエ,1401,3.20%,146
カワハギ,1308,2.99%,332
ヒラメ,1266,2.89%,173
ニシン,1076,2.46%,420
トビウオ,842,1.92%,266
アンコウ,825,1.88%,174
クラゲ,695,1.59%,234
サワラ,469,1.07%,173
イワナ,440,1.01%,141
カジキ,438,1.00%,164
ハタハタ,424,0.97%,175
キス,315,0.72%,168
コイ,291,0.66%,161
アカメ・メヒカリ,268,0.61%,132
タチウオ,166,0.38%,131
マス,130,0.30%,156
カサゴ,115,0.26%,102
カマス,93,0.21%,142
スズキ,47,0.11%,130
オコゼ,38,0.09%,101
サヨリ,27,0.06%,96
コチ,25,0.06%,100
イサキ,12,0.03%,92
メバル,10,0.02%,97
アイナメ,0,0.00%,120
ヤマメ,0,0.00%,90
