ジャンル名,売上指数（千円）,シェア,商品ランク入り数
栄養・健康ドリンク,658230,48.28%,33323
その他,222034,16.29%,12777
栄養調整食品,200053,14.67%,13194
特定保健用食品,145988,10.71%,5993
健康油,41364,3.03%,2656
特別用途食品,27554,2.02%,2654
スープ,23911,1.75%,1466
にがり,22431,1.65%,1531
マクロビオティック,21717,1.59%,1600
