ジャンル名,売上指数（千円）,シェア,商品ランク入り数
洗濯用洗剤,759747,51.23%,30412
柔軟剤,539426,36.38%,26574
洗濯用漂白剤,101883,6.87%,7333
洗濯槽クリーナー,36541,2.46%,4684
セット,20208,1.36%,2285
柔軟剤入り洗剤,15819,1.07%,2064
しみ抜き剤,8896,0.60%,1721
洗濯のり,374,0.03%,232
