ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,237100,30.36%,13903
サラシア,97503,12.49%,1773
キノコ・マッシュルーム,76000,9.73%,2765
マカ,61884,7.93%,4887
ブルーベリー,53807,6.89%,3840
ウコン,36898,4.73%,4817
スピルリナ,28284,3.62%,1229
フォルスコリ,23582,3.02%,777
高麗人参,22914,2.93%,1000
ノコギリヤシ,22682,2.90%,1781
クロレラ,16325,2.09%,1241
イチョウ葉,16174,2.07%,1876
田七人参,15656,2.00%,795
梅肉,15142,1.94%,1548
フコイダン,11417,1.46%,326
チアシード,5712,0.73%,869
ニンニク,5639,0.72%,779
トンカットアリ,4894,0.63%,612
プエラリア,4377,0.56%,547
アサイー,3798,0.49%,472
マキベリー,3773,0.48%,281
セントジョーンズワート,3223,0.41%,670
ゴジベリー,2908,0.37%,231
カプサイシン,2474,0.32%,356
黒豆,1949,0.25%,143
ガラナ,1723,0.22%,170
ビーポーレン,1556,0.20%,219
エキナセア,1228,0.16%,337
カカオ,745,0.10%,112
じゃばら,614,0.08%,185
メシマコブ茸,459,0.06%,100
カムカム,343,0.04%,168
バジルシード,59,0.01%,97
