ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ネックピロー・クッション,34098,37.53%,2487
耳栓,18858,20.76%,2629
アイマスク,18408,20.26%,2081
携帯用スリッパ,11823,13.01%,1264
フットレスト,6608,7.27%,562
その他,1058,1.16%,275
