ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ワッペン・アップリケ,36122,13.74%,26961
リボン,28958,11.01%,21533
ひも,23740,9.03%,11758
手芸用テープ,22617,8.60%,13079
ファスナー,20726,7.88%,12946
その他,18424,7.01%,8975
ボタン,18306,6.96%,14500
ミシン糸,13733,5.22%,7414
レース,13353,5.08%,12160
接着テープ・接着芯,10437,3.97%,4334
ゴム,6588,2.51%,3951
口金,6525,2.48%,3136
持ち手・ハンドル,6491,2.47%,2435
芯地,6283,2.39%,1536
ホック,5476,2.08%,2753
型紙・パターン,4488,1.71%,2765
面ファスナー,4357,1.66%,1553
手縫い糸,3953,1.50%,2893
バックル,3252,1.24%,2474
ブレード,2778,1.06%,2428
ネームシール,1780,0.68%,920
スパンコール,1420,0.54%,1562
チェーン,1334,0.51%,904
裏地,1142,0.43%,595
マラボー,412,0.16%,127
肩パット,246,0.09%,177
