ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,16651,71.11%,3657
辣油・ラー油,4891,20.89%,1714
豆板醤・トウバンジャン,991,4.23%,565
甜麺醤・テンメンジャン,453,1.93%,241
辣醤・ラァジャン,430,1.84%,205
