ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,7144,29.02%,2053
山芋・自然薯,5397,21.92%,863
大葉・しそ,2183,8.87%,372
ブロッコリー,1783,7.24%,515
菊芋,1652,6.71%,357
れんこん,1205,4.89%,400
カリフラワー,976,3.97%,213
小松菜,732,2.97%,364
オクラ,646,2.62%,329
明日葉,558,2.27%,129
ゴーヤー,481,1.95%,178
ピーマン,416,1.69%,270
たけのこ,388,1.58%,234
かぶ,262,1.07%,131
セロリ,209,0.85%,136
行者にんにく,166,0.68%,134
パセリ,87,0.35%,136
パクチー・コリアンダー,83,0.34%,131
エシャロット,65,0.27%,126
銀杏,61,0.25%,11
春菊,44,0.18%,112
ヤーコン,31,0.12%,101
水菜,28,0.11%,115
ルッコラ,22,0.09%,107
