ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ネーム印・浸透印,106146,28.06%,15654
スタンプ,102934,27.21%,26212
実印・代表印,49304,13.03%,4575
ケース付印鑑セット,41124,10.87%,4655
朱肉・スタンプ台,18250,4.82%,5189
認印,16840,4.45%,2904
印鑑ケース,13692,3.62%,4015
その他,12869,3.40%,5470
銀行印,12710,3.36%,1547
角印,4427,1.17%,929
