ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ゴミ袋,87689,52.08%,14425
レジ袋・ビニール袋,29453,17.49%,9687
その他,18512,11.00%,3777
紙袋・手提げ袋,17210,10.22%,7272
チャック付ポリ袋,13239,7.86%,3760
傘袋,2261,1.34%,753
