ジャンル名,売上指数（千円）,シェア,商品ランク入り数
書道セット,136771,73.11%,6678
書道筆,14721,7.87%,3231
半紙,11555,6.18%,2180
墨・墨汁,7939,4.24%,1790
その他,5236,2.80%,1949
書道バッグ,3307,1.77%,481
書道下敷,2730,1.46%,721
文鎮,1796,0.96%,417
すずり,1566,0.84%,258
落款印,751,0.40%,207
筆巻き,700,0.37%,341
