ジャンル名,売上指数（千円）,シェア,商品ランク入り数
機内リラックスグッズ,105750,38.38%,10188
トラベルポーチ・パッキングオーガナイザー,62332,22.62%,4848
旅行用小分け容器,40571,14.73%,2777
旅行用変圧器・変換プラグ,27196,9.87%,1939
セキュリティポーチ,16738,6.08%,1909
その他,11789,4.28%,2726
パスポートカバー,10112,3.67%,1240
シューズバッグ,1027,0.37%,228
