ジャンル名,売上指数（千円）,シェア,商品ランク入り数
突っ張り棒,23413,54.17%,2118
耐震用接着マット・ストッパー,12567,29.08%,2007
壁面固定器具,4238,9.81%,524
その他,3001,6.94%,673
