ジャンル名,売上指数（千円）,シェア,商品ランク入り数
収納用品,522228,46.11%,80833
スリッパ・ルームシューズ,174127,15.38%,30513
梱包資材,158905,14.03%,21978
その他,144873,12.79%,22768
作業用手袋・軍手,100538,8.88%,20559
蚊帳,11956,1.06%,1482
断熱シート,9867,0.87%,1680
ろうそく,6137,0.54%,1993
キャンドルスタンド,3825,0.34%,1144
