ジャンル名,売上指数（千円）,シェア,商品ランク入り数
お会計票,7307,35.81%,881
その他,4857,23.80%,1025
納品書,3720,18.23%,428
領収証,2730,13.38%,936
請求書,939,4.60%,189
カーボン紙,235,1.15%,98
帳簿,227,1.11%,118
入金伝票,218,1.07%,44
出金伝票,95,0.46%,66
見積書,76,0.37%,22
