ジャンル名,売上指数（千円）,シェア,商品ランク入り数
薄削り節,12561,40.62%,1226
厚削り節,6445,20.84%,685
その他,4922,15.92%,845
セット・詰め合わせ,4599,14.87%,441
仕上節,2399,7.76%,335
