ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆乳,61864,70.93%,0
アーモンドミルク,16091,18.45%,1622
その他,8285,9.50%,1226
ライスミルク,839,0.96%,203
ココナッツミルク,140,0.16%,146
