ジャンル名,売上指数（千円）,シェア,商品ランク入り数
和風惣菜,1119520,47.08%,73417
洋風惣菜,368758,15.51%,37533
中華惣菜・点心,284050,11.95%,22554
おせちセット,254738,10.71%,3788
カレー,135768,5.71%,22083
弁当・駅弁,80465,3.38%,2956
韓国惣菜,48006,2.02%,6863
その他,47720,2.01%,4527
鍋セット,31822,1.34%,3288
アジアン・エスニック惣菜,6976,0.29%,2257
