ジャンル名,売上指数（千円）,シェア,商品ランク入り数
シャワーヘッド,437701,31.71%,9923
入浴剤,209023,15.14%,24101
ソープボトル・シャンプーボトル,93969,6.81%,7937
バスマット,92931,6.73%,9256
整理棚・ラック,85600,6.20%,8359
椅子,74271,5.38%,5056
その他,68874,4.99%,9382
風呂ふた,67438,4.89%,3656
自動ソープディスペンサー,50240,3.64%,2037
タオルハンガー,47440,3.44%,5407
ボディタオル,34658,2.51%,6366
サウナハット,25711,1.86%,1804
洗面器・風呂桶,19300,1.40%,2427
浴槽・浴室内マット,14447,1.05%,1581
ボディスポンジ,10636,0.77%,2012
石けんケース・石けん台,10296,0.75%,2572
セット,7601,0.55%,710
ボディブラシ,7395,0.54%,1399
バス保温器,6994,0.51%,235
シャワーヘッドホルダー・シャワーフック,6440,0.47%,993
シャワーカーテン,4073,0.30%,942
バスピロー,1949,0.14%,349
泡立てネット,1567,0.11%,447
軽石,977,0.07%,291
バスブーツ,847,0.06%,212
