ジャンル名,売上指数（千円）,シェア,商品ランク入り数
プロテイン,1390889,24.31%,38414
その他,1231208,21.52%,31000
植物性エキス,489784,8.56%,43829
ビタミン,452360,7.91%,34639
アミノ酸,433490,7.58%,22595
ファイトケミカル,431115,7.53%,12320
ミネラル,185044,3.23%,21073
コラーゲン,181863,3.18%,10749
プロバイオティクス,168679,2.95%,10567
脂肪酸・オイル,158310,2.77%,10190
酵素,133618,2.34%,10736
プラセンタ,92458,1.62%,3756
食物繊維,78053,1.36%,6188
グルコサミン・コンドロイチン,64063,1.12%,4464
動物性エキス,45598,0.80%,4280
クエン酸,29184,0.51%,3096
ビタミン・ミネラル混合,29112,0.51%,2000
オリゴ糖,28098,0.49%,2158
ラクトフェリン,21756,0.38%,889
プロポリス,20214,0.35%,2299
ヒアルロン酸,14745,0.26%,1375
ミドリムシ,13420,0.23%,941
動植物性混合エキス,13145,0.23%,1313
ローヤルゼリー,12303,0.21%,1058
核酸,3885,0.07%,360
