ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,82196,36.70%,4079
セット・詰め合わせ,46190,20.63%,3267
モモ,39117,17.47%,4852
ムネ,19672,8.78%,2265
手羽,19379,8.65%,1966
ささみ,6806,3.04%,1248
カワ,3676,1.64%,817
軟骨,3316,1.48%,692
レバー,1763,0.79%,500
砂肝・筋胃,1377,0.61%,480
ハツ,458,0.20%,165
