ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ダイエット紅茶,19960,41.57%,1563
その他,18117,37.73%,1850
ダイエット緑茶,7269,15.14%,606
ダイエットフルーツ茶,2667,5.55%,364
