ジャンル名,売上指数（千円）,シェア,商品ランク入り数
和風おせちセット,156640,61.49%,2162
和洋おせちセット,51121,20.07%,703
洋風おせちセット,18101,7.11%,452
和洋中おせちセット,17551,6.89%,280
中華おせちセット,10534,4.14%,150
その他,790,0.31%,41
