ジャンル名,売上指数（千円）,シェア,商品ランク入り数
盆提灯,268762,46.16%,12137
仏壇,123969,21.29%,2404
その他,54438,9.35%,7047
具足・仏具セット,27512,4.73%,1802
位牌,22516,3.87%,1456
りん,17652,3.03%,1715
骨壷,9640,1.66%,1172
経机,9021,1.55%,728
掛軸,7454,1.28%,883
仏像,7450,1.28%,477
仏花,6889,1.18%,1202
具足,5213,0.90%,493
花立,5006,0.86%,888
香炉,4147,0.71%,804
線香立,3696,0.63%,1076
香炉灰・香炉石,1885,0.32%,690
仏具用お手入れ用品,1370,0.24%,458
経本,1222,0.21%,446
木魚,1161,0.20%,106
香道具,1090,0.19%,281
骨袋,972,0.17%,280
線香着火器,578,0.10%,199
香立て,488,0.08%,152
水晶玉,89,0.02%,22
