ジャンル名,売上指数（千円）,シェア,商品ランク入り数
サポーター,194563,44.63%,23262
ストレッチ器具,126761,29.07%,1629
その他,42743,9.80%,2610
円座クッション,21176,4.86%,1316
コルセット,19683,4.51%,1867
ベルト,17860,4.10%,1144
足指ストレッチ,7083,1.62%,1069
矯正用シューズ,2694,0.62%,303
視力回復トレーニング,2246,0.52%,149
リップトレーナー,1181,0.27%,38
