ジャンル名,売上指数（千円）,シェア,商品ランク入り数
製本機本体,2808,48.20%,183
製本テープ,1256,21.56%,253
製本用カバー,891,15.30%,149
製本用とじ具,509,8.75%,93
その他,361,6.20%,94
