ジャンル名,売上指数（千円）,シェア,商品ランク入り数
山芋・自然薯,12393,33.31%,897
その他,9261,24.89%,2050
ブロッコリー,3587,9.64%,678
菊芋,2738,7.36%,382
れんこん,1657,4.45%,516
カリフラワー,977,2.63%,168
明日葉,877,2.36%,106
小松菜,868,2.33%,319
銀杏,761,2.05%,135
たけのこ,737,1.98%,194
オクラ,737,1.98%,267
ゴーヤー,625,1.68%,160
ピーマン,470,1.26%,230
大葉・しそ,457,1.23%,160
セロリ,337,0.91%,98
パセリ,137,0.37%,69
ヤーコン,109,0.29%,16
エシャロット,105,0.28%,40
行者にんにく,99,0.27%,38
かぶ,71,0.19%,27
ルッコラ,71,0.19%,22
パクチー・コリアンダー,59,0.16%,24
春菊,50,0.13%,26
水菜,25,0.07%,23
