ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ホワイトボード,46911,51.80%,3202
掲示板・コルクボード,12959,14.31%,1086
レーザーポインター・指示棒,7303,8.06%,740
黒板,6730,7.43%,1034
パネル,3731,4.12%,327
その他,3707,4.09%,873
ホワイトボードマーカー,2957,3.27%,1777
チョーク,2327,2.57%,677
コピーボード・電子黒板,1851,2.04%,169
スケジュールボード,1187,1.31%,225
ホワイトボード用イレーザー,630,0.70%,322
黒板消し,275,0.30%,99
