ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,48546,54.79%,1991
ハモ,5461,6.16%,514
ナマコ,4482,5.06%,204
ノドグロ,3981,4.49%,331
カレイ,3806,4.30%,513
アユ,3705,4.18%,693
エイ,2420,2.73%,423
サメ,2134,2.41%,218
カンパチ,2040,2.30%,130
サワラ,1500,1.69%,126
クエ,1373,1.55%,89
ヒラメ,1282,1.45%,183
ニシン,1091,1.23%,351
カワハギ,1078,1.22%,229
トビウオ,1031,1.16%,227
クラゲ,866,0.98%,238
イワナ,643,0.73%,58
マス,590,0.67%,111
キス,431,0.49%,128
ハタハタ,398,0.45%,86
アカメ・メヒカリ,385,0.43%,82
コイ,289,0.33%,86
アンコウ,279,0.32%,68
カジキ,261,0.29%,65
スズキ,83,0.09%,12
イサキ,76,0.09%,24
サヨリ,63,0.07%,14
カマス,57,0.06%,27
タチウオ,56,0.06%,27
カサゴ,46,0.05%,14
メバル,44,0.05%,15
オコゼ,41,0.05%,16
コチ,28,0.03%,9
アラ,17,0.02%,5
アイナメ,12,0.01%,2
ヤマメ,10,0.01%,4
