ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,10277,30.70%,4065
マグネットフック,7918,23.65%,2246
釘フック・ネジフック,6415,19.16%,1233
ドアハンガーフック,4065,12.14%,1172
粘着フック,2493,7.45%,1187
S字フック,1936,5.78%,1102
吸盤フック,373,1.12%,242
