ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,175751,26.75%,14112
ウコン,50723,7.72%,4663
マカ,48099,7.32%,4546
サラシア,45082,6.86%,1838
キノコ・マッシュルーム,41950,6.38%,1992
フコイダン,37776,5.75%,732
ブルーベリー,32214,4.90%,3481
スピルリナ,29351,4.47%,1200
高麗人参,25284,3.85%,1341
イチョウ葉,23448,3.57%,2087
ノコギリヤシ,21730,3.31%,1692
クロレラ,20224,3.08%,1106
梅肉,16031,2.44%,1380
トンカットアリ,14434,2.20%,864
田七人参,14103,2.15%,1005
フォルスコリ,10838,1.65%,573
ニンニク,9704,1.48%,871
アサイー,7957,1.21%,564
チアシード,6793,1.03%,647
じゃばら,4777,0.73%,522
プエラリア,3658,0.56%,419
マキベリー,3477,0.53%,301
カプサイシン,2592,0.39%,310
セントジョーンズワート,2478,0.38%,572
エキナセア,2368,0.36%,395
ゴジベリー,1653,0.25%,193
ビーポーレン,1600,0.24%,188
黒豆,1032,0.16%,76
ガラナ,955,0.15%,83
メシマコブ茸,525,0.08%,21
カカオ,320,0.05%,63
カムカム,152,0.02%,26
バジルシード,13,0.00%,4
