ジャンル名,売上指数（千円）,シェア,商品ランク入り数
冷却グッズ・暑さ対策用品,1517295,69.72%,0
矯正グッズ,283490,13.03%,29419
その他,160982,7.40%,5931
安眠グッズ,118806,5.46%,27068
健康サンダル・スリッパ,54067,2.48%,3210
健康シューズ,18958,0.87%,516
カイロ,11738,0.54%,2783
禁煙グッズ,10936,0.50%,1396
