ジャンル名,売上指数（千円）,シェア,商品ランク入り数
エクササイズ用ポール,39207,36.78%,1560
ぶら下がり器,36913,34.63%,902
その他,15979,14.99%,1013
ストレッチマット,7942,7.45%,407
ストレッチングボード,6543,6.14%,477
