ジャンル名,売上指数（千円）,シェア,商品ランク入り数
仏壇,106766,30.62%,1967
盆提灯,99039,28.41%,5572
その他,32505,9.32%,4479
位牌,25833,7.41%,1400
具足・仏具セット,17112,4.91%,1298
りん,14730,4.22%,1499
骨壷,10772,3.09%,1181
掛軸,7198,2.06%,724
仏像,7167,2.06%,428
経机,5169,1.48%,497
仏花,3810,1.09%,770
香炉,3555,1.02%,719
具足,3273,0.94%,368
花立,2491,0.71%,477
線香立,2312,0.66%,735
香炉灰・香炉石,1414,0.41%,564
経本,1115,0.32%,443
仏具用お手入れ用品,983,0.28%,350
骨袋,955,0.27%,280
香道具,873,0.25%,246
木魚,559,0.16%,60
香立て,547,0.16%,168
線香着火器,396,0.11%,189
水晶玉,67,0.02%,17
