ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ジャム・はちみつ,393801,52.56%,30379
パン,243933,32.55%,22098
シリアル,93128,12.43%,9491
セット・詰め合わせ,18177,2.43%,1187
クルトン,266,0.04%,46
