ジャンル名,売上指数（千円）,シェア,商品ランク入り数
お茶・紅茶,1865731,23.48%,166777
水・炭酸水,1537392,19.35%,31000
コーヒー,1463512,18.42%,100274
炭酸飲料,956505,12.04%,30808
野菜・果実飲料,938008,11.80%,31000
スポーツドリンク,498017,6.27%,23220
植物性ミルク,113365,1.43%,14180
お酢飲料,111625,1.40%,10923
乳酸菌飲料,109282,1.38%,11553
その他,75812,0.95%,6745
甘酒,71875,0.90%,8380
ゼリー飲料,67485,0.85%,6711
希釈用ドリンク,60878,0.77%,7204
スムージー,28934,0.36%,2054
牛乳,19826,0.25%,2662
ココア・チョコレートドリンク,15194,0.19%,2725
フルーツ入り乳飲料,5224,0.07%,657
生姜湯,4706,0.06%,594
柚子茶,3372,0.04%,228
