ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,52468,68.77%,29558
チャーム,18592,24.37%,23780
チェーン,3111,4.08%,2763
石座・ミール皿・フレーム,2045,2.68%,2725
プラ板,75,0.10%,135
