ジャンル名,売上指数（千円）,シェア,商品ランク入り数
手帳,47915,51.55%,18589
システム手帳,25503,27.44%,3328
システム手帳リフィル,8040,8.65%,6675
その他,6824,7.34%,2965
家計簿・おこづかい帳,2726,2.93%,1259
日記帳,1947,2.09%,642
