ジャンル名,売上指数（千円）,シェア,商品ランク入り数
桃,275338,22.20%,13969
ブドウ,191100,15.41%,9165
メロン,163856,13.21%,9765
セット・詰め合わせ,82592,6.66%,5306
スイカ,80245,6.47%,6254
マンゴー,77528,6.25%,4393
みかん,70483,5.68%,5986
和梨,60298,4.86%,3926
さくらんぼ,55878,4.50%,1919
りんご,26077,2.10%,2510
レモン,20118,1.62%,2327
梅,17194,1.39%,1788
ブルーベリー,16406,1.32%,1502
その他,16182,1.30%,2896
パイナップル,10726,0.86%,1385
プラム,9462,0.76%,1073
いちご,9054,0.73%,1455
ライチ,8808,0.71%,480
柿,6683,0.54%,1108
オレンジ,5392,0.43%,715
あんず,5307,0.43%,449
栗,3614,0.29%,498
キウイフルーツ,3147,0.25%,605
イチジク,3002,0.24%,496
すだち,2930,0.24%,462
グレープフルーツ,2805,0.23%,431
パッションフルーツ,2790,0.22%,296
ザクロ,2696,0.22%,186
バナナ,2539,0.20%,585
ドリアン,2016,0.16%,193
ドラゴンフルーツ,1468,0.12%,225
洋梨,1152,0.09%,206
アボカド,922,0.07%,0
パパイヤ,732,0.06%,192
びわ,636,0.05%,158
ゆず,573,0.05%,159
かぼす,299,0.02%,128
じゃばら,162,0.01%,119
マンゴスチン,142,0.01%,97
ミラクルフルーツ,78,0.01%,94
ドライフルーツ(1409削除),0,0.00%,6515
