ジャンル名,売上指数（千円）,シェア,商品ランク入り数
サプリメント,7870892,55.77%,307699
健康食品,1593938,11.29%,77565
デンタルケア,1575845,11.17%,130020
健康グッズ,1120626,7.94%,87838
ダイエット,1045811,7.41%,51420
リラックス・マッサージ用品,565059,4.00%,35123
健康アクセサリー,266211,1.89%,8906
その他,74755,0.53%,4530
