ジャンル名,売上指数（千円）,シェア,商品ランク入り数
セット・詰め合わせ,554721,22.08%,14282
加工品,323607,12.88%,26312
サバ,239156,9.52%,4189
貝類,183288,7.30%,15299
魚卵,178143,7.09%,13191
カニ,164527,6.55%,6903
マグロ,139992,5.57%,6014
イカ,110228,4.39%,11048
エビ,99915,3.98%,7019
サケ,99901,3.98%,8683
その他水産物,82254,3.27%,9347
海藻類,70182,2.79%,11037
ウニ,68381,2.72%,3389
カツオ,40598,1.62%,2374
フグ,35615,1.42%,1863
タイ,25768,1.03%,2370
その他,19288,0.77%,1950
ブリ,17878,0.71%,610
イワシ,12564,0.50%,2727
アジ,11761,0.47%,1549
ホッケ,10918,0.43%,962
タコ,8965,0.36%,1719
タラ,5059,0.20%,1036
生ちりめん・生しらす,4367,0.17%,658
サンマ,3890,0.15%,504
シシャモ,1456,0.06%,373
