ジャンル名,売上指数（千円）,シェア,商品ランク入り数
シール・ステッカー,46846,63.20%,29293
ラベル用紙,22443,30.28%,5386
その他,2957,3.99%,1091
番号札・荷札,1061,1.43%,448
インデックスシール,551,0.74%,515
カラーラベル,261,0.35%,263
