ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,325073,59.15%,13326
BCAA,71418,13.00%,3408
マルチアミノ酸,67409,12.27%,2076
カルニチン,37337,6.79%,2464
ギャバ,35171,6.40%,2428
オルニチン,13142,2.39%,1444
