ジャンル名,売上指数（千円）,シェア,商品ランク入り数
スパッツ・レギンス,33103,77.94%,1790
その他,4076,9.60%,489
ショーツ,2630,6.19%,228
ストッキング,1718,4.05%,216
キャミソール,421,0.99%,156
パンツ,403,0.95%,146
ブラジャー,120,0.28%,120
