ジャンル名,売上指数（千円）,シェア,商品ランク入り数
透明OPP袋,21981,23.21%,9452
袋・ギフトバッグ,20696,21.85%,10300
シール・ステッカー,15808,16.69%,13123
デザインマスキングテープ,10587,11.18%,10444
箱・ギフトボックス,8092,8.54%,3983
その他,5800,6.12%,3189
包装紙,5385,5.69%,3178
ラッピングセット,4443,4.69%,4237
リボン,1932,2.04%,1500
