ジャンル名,売上指数（千円）,シェア,商品ランク入り数
グラノーラ,51293,42.53%,4598
オートミール,40664,33.71%,2877
その他,13269,11.00%,2635
ブラン,6251,5.18%,567
ミューズリー,4611,3.82%,452
コーンフレーク,2452,2.03%,562
玄米フレーク,2070,1.72%,331
