ジャンル名,売上指数（千円）,シェア,商品ランク入り数
仏壇,111268,31.48%,2242
盆提灯,99578,28.17%,5846
その他,36355,10.28%,5008
位牌,20333,5.75%,1327
具足・仏具セット,18137,5.13%,1444
りん,16448,4.65%,1492
骨壷,10139,2.87%,1212
仏像,7832,2.22%,434
掛軸,5533,1.57%,763
経机,4924,1.39%,468
香炉,3881,1.10%,712
仏花,3380,0.96%,712
線香立,2877,0.81%,926
花立,2864,0.81%,565
具足,2651,0.75%,355
香炉灰・香炉石,1263,0.36%,542
木魚,1029,0.29%,70
経本,927,0.26%,399
仏具用お手入れ用品,925,0.26%,328
骨袋,853,0.24%,278
香道具,851,0.24%,238
線香着火器,703,0.20%,159
香立て,574,0.16%,178
水晶玉,161,0.05%,38
