ジャンル名,売上指数（千円）,シェア,商品ランク入り数
セット・詰め合わせ,63929,23.83%,3645
ベーグル,47458,17.69%,2020
食パン,31644,11.80%,3286
惣菜パン,21653,8.07%,1482
菓子パン,20150,7.51%,3594
クロワッサン,19686,7.34%,1319
その他,16342,6.09%,2557
デニッシュ,13877,5.17%,2007
フランスパン,10148,3.78%,938
スコーン,9228,3.44%,1069
ロールパン,7617,2.84%,788
ドイツパン,4290,1.60%,862
プレッツェル,989,0.37%,211
ナン,671,0.25%,120
フォカッチャ,223,0.08%,40
イングリッシュマフィン,182,0.07%,75
グリッシーニ,158,0.06%,42
