ジャンル名,売上指数（千円）,シェア,商品ランク入り数
筆記具,886675,35.64%,186443
手帳・ノート・紙製品,565047,22.71%,171216
ギフトラッピング用品,137650,5.53%,73279
画材,114903,4.62%,30403
その他,104073,4.18%,25599
ファイル・バインダー,99155,3.99%,32574
写真整理用品,90616,3.64%,14407
机上収納・整理用品,88296,3.55%,18128
ラベル・ステッカー,75927,3.05%,35914
プレゼンテーション用品,60596,2.44%,8326
書道用具,50767,2.04%,12871
セロハンテープ・のり・接着剤,40116,1.61%,17117
はさみ・裁断用品,38848,1.56%,10727
ブックカバー,36933,1.48%,7061
製図用品,16081,0.65%,7134
クリップ・結束用具,15691,0.63%,8859
マグネットシート,13317,0.54%,1448
ホッチキス・穴あきパンチ,10190,0.41%,4119
マグネット,8293,0.33%,4230
名札,8192,0.33%,3396
紙幣計数機・コインカウンタ,6865,0.28%,290
画鋲・ピン,4186,0.17%,1464
ブックマーク・しおり,3516,0.14%,2026
チェックライター・ナンバーリング,3072,0.12%,328
下敷き,2535,0.10%,2197
製本機,2461,0.10%,698
紙めくり・事務用スポンジ,2223,0.09%,1559
タスキ・腕章,777,0.03%,146
レタースケール,581,0.02%,100
