ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,17364,37.79%,1681
ナマコ,4523,9.84%,241
カレイ,3778,8.22%,554
エイ,2298,5.00%,422
アユ,2068,4.50%,466
サメ,1678,3.65%,221
サワラ,1584,3.45%,175
ニシン,1465,3.19%,455
カンパチ,1435,3.12%,149
ノドグロ,1299,2.83%,213
カワハギ,1026,2.23%,310
ヒラメ,976,2.12%,192
クエ,884,1.92%,68
クラゲ,665,1.45%,196
マス,653,1.42%,137
イワナ,616,1.34%,49
トビウオ,616,1.34%,186
ハタハタ,471,1.02%,113
アカメ・メヒカリ,438,0.95%,85
キス,366,0.80%,119
ハモ,363,0.79%,55
アンコウ,320,0.70%,83
コイ,285,0.62%,88
カジキ,224,0.49%,66
サヨリ,139,0.30%,42
タチウオ,116,0.25%,51
スズキ,55,0.12%,14
メバル,50,0.11%,23
カマス,41,0.09%,27
アイナメ,33,0.07%,9
イサキ,33,0.07%,14
カサゴ,30,0.07%,15
コチ,28,0.06%,14
オコゼ,24,0.05%,6
アラ,4,0.01%,2
ヤマメ,4,0.01%,1
